Frame,Time,Cursor Position X,Cursor Position Y,Cursor Position Z,Cursor Velocity X,Cursor Velocity Y,Cursor Velocity Z
1,0,0,0,0,0,0,0
2,0.02,0.07049373,0.03138015,-0.2147529,0.01047104,0.01047104,-0.006207295
3,0.3450013,0.07042304,0.03087497,-0.2140164,0,0,0
4,0.355834,0.07042304,0.03087497,-0.2140164,0,0,0
5,0.360007,0.07042304,0.03087497,-0.2140164,0,0,0
6,0.3610761,0.07042304,0.03087497,-0.2140164,0,0,0
7,0.3617611,0.07042304,0.03087497,-0.2140164,0,0,0
8,0.3629389,0.07042304,0.03087497,-0.2140164,0,0,0
9,0.3636156,0.07042304,0.03087497,-0.2140164,0,0,0
10,0.3642669,0.07042304,0.03087497,-0.2140164,0,0,0
11,0.3649482,0.07042304,0.03087497,-0.2140164,0,0,0
12,0.3656105,0.07042304,0.03087497,-0.2140164,0,0,0
13,0.3663438,0.07042304,0.03087497,-0.2140164,0,0,0
14,0.3670361,0.07042304,0.03087497,-0.2140164,0,0,0
15,0.3676858,0.07042304,0.03087497,-0.2140164,0,0,0
16,0.3683157,0.07042304,0.03087497,-0.2140164,0,0,0
17,0.3689424,0.07042304,0.03087497,-0.2140164,0,0,0
18,0.369646,0.07042304,0.03087497,-0.2140164,0,0,0
19,0.370438,0.07042304,0.03087497,-0.2140164,0,0,0
20,0.3710801,0.07042304,0.03087497,-0.2140164,0,0,0
21,0.371721,0.07042304,0.03087497,-0.2140164,0,0,0
22,0.3723372,0.07042304,0.03087497,-0.2140164,0,0,0
23,0.3730169,0.07042304,0.03087497,-0.2140164,0,0,0
24,0.3737347,0.07042304,0.03087497,-0.2140164,0,0,0
25,0.3743956,0.07042304,0.03087497,-0.2140164,0,0,0
26,0.3750857,0.07042304,0.03087497,-0.2140164,0,0,0
27,0.3757307,0.07042304,0.03087497,-0.2140164,0,0,0
28,0.3763704,0.07042304,0.03087497,-0.2140164,0,0,0
29,0.3770757,0.07042304,0.03087497,-0.2140164,0,0,0
30,0.377727,0.07042304,0.03087497,-0.2140164,0,0,0
31,0.3783571,0.07042304,0.03087497,-0.2140164,0,0,0
32,0.3789865,0.07042304,0.03087497,-0.2140164,0,0,0
33,0.3796579,0.07042304,0.03087497,-0.2140164,0,0,0
34,0.3802929,0.07042304,0.03087497,-0.2140164,0,0,0
35,0.3811128,0.07042304,0.03087497,-0.2140164,0,0,0
36,0.3817648,0.07042304,0.03087497,-0.2140164,0,0,0
37,0.3824333,0.07042304,0.03087497,-0.2140164,0,0,0
38,0.3831335,0.07042304,0.03087497,-0.2140164,0,0,0
39,0.3839058,0.07042304,0.03087497,-0.2140164,0,0,0
40,0.384576,0.07042304,0.03087497,-0.2140164,0,0,0
41,0.3853082,0.07042304,0.03087497,-0.2140164,0,0,0
42,0.3859561,0.07042304,0.03087497,-0.2140164,0,0,0
43,0.3866495,0.07042304,0.03087497,-0.2140164,0,0,0
44,0.387277,0.07042304,0.03087497,-0.2140164,0,0,0
45,0.3878961,0.07042304,0.03087497,-0.2140164,0,0,0
46,0.3885284,0.07042304,0.03087497,-0.2140164,0,0,0
47,0.3892203,0.07042304,0.03087497,-0.2140164,0,0,0
48,0.3898577,0.07042304,0.03087497,-0.2140164,0,0,0
49,0.3904987,0.07042304,0.03087497,-0.2140164,0,0,0
50,0.3911193,0.07042304,0.03087497,-0.2140164,0,0,0
51,0.391735,0.07042304,0.03087497,-0.2140164,0,0,0
52,0.3923992,0.07042304,0.03087497,-0.2140164,0,0,0
53,0.3931448,0.07042304,0.03087497,-0.2140164,0,0,0
54,0.3938283,0.07042304,0.03087497,-0.2140164,0,0,0
55,0.3944525,0.07042304,0.03087497,-0.2140164,0,0,0
56,0.3982175,0.07042304,0.03087497,-0.2140164,0,0,0
57,0.3990188,0.07042304,0.03087497,-0.2140164,0,0,0
58,0.3997897,0.07042304,0.03087497,-0.2140164,0,0,0
59,0.400445,0.07042304,0.03087497,-0.2140164,0,0,0
60,0.4011882,0.07042304,0.03087497,-0.2140164,0,0,0
61,0.4018888,0.07042304,0.03087497,-0.2140164,0,0,0
62,0.4025584,0.07042304,0.03087497,-0.2140164,0,0,0
63,0.4031882,0.07042304,0.03087497,-0.2140164,0,0,0
64,0.4038485,0.07042304,0.03087497,-0.2140164,0,0,0
65,0.4044631,0.07042304,0.03087497,-0.2140164,0,0,0
66,0.405071,0.07042304,0.03087497,-0.2140164,0,0,0
67,0.4056839,0.07042304,0.03087497,-0.2140164,0,0,0
68,0.4063158,0.07042304,0.03087497,-0.2140164,0,0,0
69,0.4069112,0.07042304,0.03087497,-0.2140164,0,0,0
70,0.4075135,0.07042304,0.03087497,-0.2140164,0,0,0
71,0.4081275,0.07042304,0.03087497,-0.2140164,0,0,0
72,0.4087505,0.07042304,0.03087497,-0.2140164,0,0,0
73,0.4093486,0.07042304,0.03087497,-0.2140164,0,0,0
74,0.4100953,0.07042304,0.03087497,-0.2140164,0,0,0
75,0.4108763,0.07042304,0.03087497,-0.2140164,0,0,0
76,0.4115241,0.07042304,0.03087497,-0.2140164,0,0,0
77,0.4121358,0.07042304,0.03087497,-0.2140164,0,0,0
78,0.4127494,0.07042304,0.03087497,-0.2140164,0,0,0
79,0.4133917,0.07042304,0.03087497,-0.2140164,0,0,0
80,0.4140542,0.07042304,0.03087497,-0.2140164,0,0,0
81,0.4147937,0.07042304,0.03087497,-0.2140164,0,0,0
82,0.4154883,0.07042304,0.03087497,-0.2140164,0,0,0
83,0.4161896,0.07042304,0.03087497,-0.2140164,0,0,0
84,0.4170051,0.07042304,0.03087497,-0.2140164,0,0,0
85,0.4176853,0.07042304,0.03087497,-0.2140164,0,0,0
86,0.4183296,0.07042304,0.03087497,-0.2140164,0,0,0
87,0.4190943,0.07042304,0.03087497,-0.2140164,0,0,0
88,0.4197728,0.07042304,0.03087497,-0.2140164,0,0,0
89,0.4204257,0.07042304,0.03087497,-0.2140164,0,0,0
90,0.4211594,0.07042304,0.03087497,-0.2140164,0,0,0
91,0.4218279,0.07042304,0.03087497,-0.2140164,0,0,0
92,0.4224724,0.07042304,0.03087497,-0.2140164,0,0,0
93,0.4230773,0.07045721,0.03052875,-0.213753,0,0,0
94,0.4238436,0.07045721,0.03052875,-0.213753,0,0,0
95,0.4244727,0.07045721,0.03052875,-0.213753,0,0,0
96,0.4251872,0.07045721,0.03052875,-0.213753,0,0,0
97,0.4258095,0.07045721,0.03052875,-0.213753,0,0,0
98,0.4264693,0.07045721,0.03052875,-0.213753,0,0,0
99,0.4271154,0.07045721,0.03052875,-0.213753,0,0,0
100,0.4277595,0.07045721,0.03052875,-0.213753,0,0,0
101,0.4283793,0.07045721,0.03052875,-0.213753,0,0,0
102,0.429012,0.07045721,0.03052875,-0.213753,0,0,0
103,0.4297096,0.07045721,0.03052875,-0.213753,0,0,0
104,0.4305625,0.07045721,0.03052875,-0.213753,0,0,0
105,0.4313867,0.07045721,0.03052875,-0.213753,0,0,0
106,0.4320706,0.07045721,0.03052875,-0.213753,0,0,0
107,0.432708,0.07045721,0.03052875,-0.213753,0,0,0
108,0.4334044,0.07045721,0.03052875,-0.213753,0,0,0
109,0.4340829,0.07045721,0.03052875,-0.213753,0,0,0
110,0.4347,0.07045721,0.03052875,-0.213753,0,0,0
111,0.4353404,0.07045721,0.03052875,-0.213753,0,0,0
112,0.4359588,0.07045721,0.03052875,-0.213753,0,0,0
113,0.4366195,0.07045721,0.03052875,-0.213753,0,0,0
114,0.4372671,0.07045721,0.03052875,-0.213753,0,0,0
115,0.4379474,0.07045721,0.03052875,-0.213753,0,0,0
116,0.4385655,0.07045721,0.03052875,-0.213753,0,0,0
117,0.4391858,0.07045721,0.03052875,-0.213753,0,0,0
118,0.4398258,0.07045721,0.03052875,-0.213753,0,0,0
119,0.4404396,0.07045721,0.03052875,-0.213753,0,0,0
120,0.4413952,0.07045721,0.03052875,-0.213753,0,0,0
121,0.4420795,0.07045721,0.03052875,-0.213753,0,0,0
122,0.4427251,0.07045721,0.03052875,-0.213753,0,0,0
123,0.4434057,0.07045721,0.03052875,-0.213753,0,0,0
124,0.4440894,0.07045721,0.03052875,-0.213753,0,0,0
125,0.4447803,0.07045721,0.03052875,-0.213753,0,0,0
126,0.4454481,0.07045721,0.03052875,-0.213753,0,0,0
127,0.4461212,0.07045721,0.03052875,-0.213753,0,0,0
128,0.4467929,0.07045721,0.03052875,-0.213753,0,0,0
129,0.4476045,0.07045721,0.03052875,-0.213753,0,0,0
130,0.4482938,0.07045721,0.03052875,-0.213753,0,0,0
131,0.4489308,0.07045721,0.03052875,-0.213753,0,0,0
132,0.4495574,0.07045721,0.03052875,-0.213753,0,0,0
133,0.450182,0.07045721,0.03052875,-0.213753,0,0,0
134,0.4508264,0.07045721,0.03052875,-0.213753,0,0,0
135,0.4514605,0.07045721,0.03052875,-0.213753,0,0,0
136,0.4520557,0.07045721,0.03052875,-0.213753,0,0,0
137,0.4526717,0.07045721,0.03052875,-0.213753,0,0,0
138,0.4533011,0.07045721,0.03052875,-0.213753,0,0,0
139,0.4538935,0.07045721,0.03052875,-0.213753,0,0,0
140,0.4544942,0.07045721,0.03052875,-0.213753,0,0,0
141,0.4551128,0.07045721,0.03052875,-0.213753,0,0,0
142,0.4557227,0.07045721,0.03052875,-0.213753,0,0,0
143,0.4564574,0.07045721,0.03052875,-0.213753,0,0,0
144,0.4572547,0.07045721,0.03052875,-0.213753,0,0,0
145,0.4579245,0.07045721,0.03052875,-0.213753,0,0,0
146,0.4585548,0.07045721,0.03052875,-0.213753,0,0,0
147,0.4592556,0.07045721,0.03052875,-0.213753,0,0,0
148,0.4600394,0.07045721,0.03052875,-0.213753,0,0,0
149,0.4609699,0.07045721,0.03052875,-0.213753,0,0,0
150,0.4616732,0.07045721,0.03052875,-0.213753,0,0,0
151,0.4623489,0.07045721,0.03052875,-0.213753,0,0,0
152,0.4629755,0.07045721,0.03052875,-0.213753,0,0,0
153,0.4638491,0.07045721,0.03052875,-0.213753,0,0,0
154,0.4645576,0.07045721,0.03052875,-0.213753,0,0,0
155,0.4652215,0.07045721,0.03052875,-0.213753,0,0,0
156,0.4658977,0.07045721,0.03052875,-0.213753,0,0,0
157,0.4665318,0.07045721,0.03052875,-0.213753,0,0,0
158,0.4671446,0.07045721,0.03052875,-0.213753,0,0,0
159,0.4677514,0.07045721,0.03052875,-0.213753,0,0,0
160,0.4685061,0.07045721,0.03052875,-0.213753,0,0,0
161,0.4691325,0.07045721,0.03052875,-0.213753,0,0,0
162,0.4697472,0.07045721,0.03052875,-0.213753,0,0,0
163,0.4703951,0.07045721,0.03052875,-0.213753,0,0,0
164,0.4710806,0.07045721,0.03052875,-0.213753,0,0,0
165,0.471776,0.07045721,0.03052875,-0.213753,0,0,0
166,0.4724949,0.07045721,0.03052875,-0.213753,0,0,0
167,0.4731369,0.07045721,0.03052875,-0.213753,0,0,0
168,0.4737553,0.07045721,0.03052875,-0.213753,0,0,0
169,0.4743636,0.07045721,0.03052875,-0.213753,0,0,0
170,0.4750574,0.07045721,0.03052875,-0.213753,0,0,0
171,0.4758115,0.07045721,0.03052875,-0.213753,0,0,0
172,0.4765483,0.07045721,0.03052875,-0.213753,0,0,0
173,0.4772635,0.07045721,0.03052875,-0.213753,0,0,0
174,0.480958,0.07045721,0.03052875,-0.213753,0,0,0
175,0.481935,0.07045721,0.03052875,-0.213753,0,0,0
176,0.48264,0.07045721,0.03052875,-0.213753,0,0,0
177,0.4832559,0.07045721,0.03052875,-0.213753,0,0,0
178,0.483877,0.07045721,0.03052875,-0.213753,0,0,0
179,0.4844921,0.07045721,0.03052875,-0.213753,0,0,0
180,0.485223,0.07045721,0.03052875,-0.213753,0,0,0
181,0.4858826,0.07045721,0.03052875,-0.213753,0,0,0
